,image_id,image_url,property_id,image_type
0,10000,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689961230/83/83_E4350978_01.jpg,10000,outdoor
1,10001,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689961214/83/83_E4350979_01.jpg,10001,outdoor
2,10002,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689961164/83/83_E4350975_01.jpg,10002,outdoor
3,10003,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689961163/83/83_E4350974_01.jpg,10003,outdoor
4,10004,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689961165/83/83_E4350973_01.jpg,10004,outdoor
5,10005,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689961270/83/83_E4350971_01.jpg,10005,outdoor
6,10006,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689957565/83/83_E4350969_01.jpg,10006,indoor
7,10007,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689957628/83/83_E4350958_01.jpg,10007,outdoor
8,10008,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689957656/83/83_E4350956_01.jpg,10008,indoor
9,10009,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689957582/83/83_E4350955_01.jpg,10009,outdoor
10,10010,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689957677/83/83_E4350954_01.jpg,10010,outdoor
11,10011,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689957583/83/83_E4350952_01.jpg,10011,indoor
