,property_id,property_name,description,num_bedroom,num_bathroom,area_size,price,transaction_type,property_type,parking,laundry,furnished,pet_friendly,latitude,longitude,build_year,smoking_allowed,air_conditioning,hardwood_floors,balcony
0,8000,"4828 Ada Boulevard Edmonton,  AB T5W 4N1","Presenting a magnificent 5 bedroom two-story home on Ada Boulevard, offering three levels of quality living space. Nestled just steps away from the breathtaking river valley trails, this property promises an active lifestyle. The kitchen boasts high-end stainless steel appliances, elegant granite countertops, and a convenient deep sink with a spray faucet. The living room offers plenty of natural light and a fantastic wood-burning fireplace, which you can see from the dining room table. Upstairs, you'll find 4 bedrooms, balconies overlooking meticulously landscaped yards. The basement offers a large rec room and play area to enjoy quality family time. The backyard is a haven of leisure, complete with a built-in brick barbecue for delightful gatherings and an environmentally conscious clothesline. Additional amenities include a storage shed, a large rear driveway that fits 2 cars.",5,3,2012,"499,999",Buy,House,outdoor,in_suite,True,True,53.566065,-113.417024,1968,False,True,False,False
1,8001,"634 Wolf Willow Road Edmonton,  AB T5T 1K7","The wait is over for the home with the backyard HEATED POOL! Welcome home to this approx 1950 Sq/Ft 3+2 bedroom & 3 bathroom very well maintained bungalow in the wonderful neighbourhood of Westridge! You will be greeted by a large foyer, huge living room w/ updated large living room window, dining room, large kitchen featuring a breakfast nook and pass-through to sunroom. Large family room with brick facing fire-place, cedar-lined sun-room to transition to backyard, 3 large main floor bedrooms including a master bedroom with 4pc Ensuite, & an additional 4pc bathroom complete the main floor. Downstairs is partially finished w/ 2 additional bedrooms, a 3pc bath, and a large recreation area with fireplace. The backyard is stunning and features a large heated pool, gazebo, & pool deck. Updates over the years incl. roof (2009), driveway (2018) and garage concrete pad (2018), pool liner (2021), furnace (2017), HWT (2019), Skylights-2 (2011), Pool Deck (2010) and many more. Minutes to schools, Henday and WEM!",5,3,1957,"599,900",Buy,Duplex,garage,shared,False,True,53.50575,-113.5995,1975,False,False,False,True
2,8002,"5377 Lark Landing Edmonton,  AB T5S 0S2","Welcome to The Affinity - A walk-out home by Sterling Homes. The inviting foyer leads to a convenient 1/2 bath and a den. The open concept design seamlessly integrates the nook, great room, and kitchen. The highly functional U-shaped kitchen features quartz countertops (found throughout the home), an island with a flush eating ledge, a microwave shelf, a full-height tiled kitchen backsplash, a chimney-style hood fan, a Silgranit sink, plenty of cabinets with soft-close doors and drawers, 42\u0022 uppers with crown moulding, a cabinet pantry, and elegant pendant & SLD recessed lighting. The great room with a fireplace flows into the nook and kitchen, adorned with large windows and a door to the backyard. The bright primary suite offers a an ensuite with double sinks, a stand-up shower with glass doors, and a substantial walk-in closet. Additional features include a convenient bonus room, a laundry area, and three more cozy bedrooms with ample closet space. *Photos are representative*",4,3,2005,"544,900",Buy,Condo Unit,outdoor,in_suite,False,True,53.580683,-113.694669,2023,False,True,True,True
3,8003,"3040 17 Avenue Edmonton,  AB T6T 0R9","Welcome to the beautiful community of Laurel,This half duplex with a finished basement offers a comfortable and functional living space for you and your family. Upon entering the main floor, you'll be greeted by a thoughtfully designed layout. The main level features a convenient Half Bath, a well-appointed kitchen with modern appliances, a cozy family area, and a delightful dining nook. Stepping outside, you'll discover a fully fenced backyard with a finished deck, providing a perfect spot for outdoor gatherings, barbecues, and relaxation. Additionally, the rear of the property boasts an oversized double garage finished with epoxy. Upstairs, you'll find the master bedroom with spaciousness walk-in closet and 3-piece ensuite. there are two more generously sized bedrooms on this level along with 3 Pc Common Washroom. In Basement, You'll Find a theatre room, another Bedroom with 3 Pc Bath and Laundry Room.",4,4,1270,"419,900",Buy,Townhouse,underground,in_suite,False,True,53.444659,-113.387289,2014,False,True,False,True
4,8004,"19132 22 Avenue Edmonton,  AB T6J 5R4","Introducing The Sansa by Sterling Homes. Step into the inviting foyer, complete with a convenient coat closet, leading to a cozy great room filled with natural light streaming through the large front window. The open concept dining area adds to the spacious feel of the home. The kitchen is a chef's dream featuring quartz countertops throughout, an over-the-range microwave, a 4\u0022 quartz backsplash, an island with a flush eating ledge, and a Silgranit sink with beautiful views out the window above. Ample Thermofoil cabinets with soft-close doors and drawers, including a pantry, provide excellent storage options. Conveniently located near the rear entry, the 1/2 bath leads to a surprisingly spacious backyard. Upstairs, you'll find an open loft area and an upper floor laundry area for added convenience. The bright master bedroom offers a substantial walk-in closet and ensuite with a tub/shower combo. Cozy second and third bedrooms with ample closet space complete the upper level. *Photos are representative*",3,3,1477,"439,900",Buy,Duplex,covered,in_suite,True,True,53.456127,-113.651707,2023,False,True,False,True
5,8005,"322 Watt Boulevard Edmonton,  AB T6X 1X7","Welcome to this beautifully maintained half duplex in the community of WALKER. It has over 1800 sqft of developed living space with quality finishings. The main level welcomes you with a large foyer, and hardwood flooring throughout main floor. The kitchen features granite countertops, stainless steel appliances, a small office space tucked away off the kitchen as well as an eat up island. Completing this floor is a nice sized living room and breakfast nook, along with a convenient half bath. Upstairs you'll find the primary bedroom large enough to fit a king sized bed with walk-in closet and 3pc ensuite. 2 more good sized bedrooms and a 4pc bathroom round out this floor. Venture down to the fully finished basement where you'll have a large bedroom, family room and one more 4pc bathroom! Outside you'll find a good sized deck, the yard fully fenced and landscaped and a heated double detached garage. Located just minutes away from parks, walking paths and all major amenities!",4,4,1427,"404,000",Buy,Townhouse,garage,in_suite,False,True,53.420797,-113.424645,2015,False,False,True,False
6,8006,"429 Pawson Cove Edmonton,  AB T5T 5Y9","Welcome to this custom-built and impeccably cared for bungalow features 4 bedrooms and 3 full bathrooms and is on a beautiful corner lot in the community of Potter Greens. Is golf your game? This community is built-in along the Lewis Estate Golf course. Large south windows provide a great amount of natural light with a view of the golf course from your kitchen. This large floorplan hosts 2 bedrooms on the main floor, a laundry room with garage access. Thoughtful storage in the heated garage, with hot and cold taps, drains & yard access. Basement is finished with 9ft ceilings, 2 bedrooms, full bath, wet bar, tons of storage & a huge living area w/a stunning pool table. Original owners have diligently cared for this property, UPDATES: ROOF, NEW FURNACE, HWT, and more. The LOW-MAINTENANCE YARD, includes an IRRIGATION SYSTEM, COMPOSIT DECK, stone details, fountain, and RV PARKING and a POWERED SHED. Make your move to Potter Green.",4,3,1776,"619,900",Buy,Townhouse,underground,in_suite,True,True,53.516625,-113.66877,1994,False,True,False,True
7,8007,"781 Wells Wynd Edmonton,  AB T6M 2J8","Wedgewood! Great location backing on to green space on a generous pie shaped lot. This is a larger 2 storey home with 3 bedrooms up & 3 bedrooms in the finished basement plus a den on the main floor. 4 bathrooms. Living rm. plus Family rm. & a Recreation rm. Approx. 120,000. in renos were done. New Kitchen, New Flooring, New Water Lines, High Eff. Furnace, On Demand Hot Water System, New Garage Door & Premium Opener, Stainless Steel Appliances, Quartz Counters and renovated Bath rooms are just some of the renos and upgrades. The finished basement has a second kitchen. Perfect for some independent living needs. You will love the Central Air Conditioning!  A Pond, Stamped Patio & Children's Sand box in the private back yard complete this wonderful property .",7,4,22,"659,900",Buy,Townhouse,garage,in_suite,True,True,53.478715,-113.651009,1990,False,False,True,True
8,8008,"1816 Collip View Edmonton,  AB T6W 1A8","Introducing The Elena F by Bedrock Homes. The side entryway is thoughtfully prepared for feature development, providing versatility and potential rental income. Step into the great room and be mesmerized by the electric fire and ice linear fireplace, complete with a timer and color control for the perfect ambiance. The recessed HDMI box above the fireplace ensures easy TV mounting and cable management. Gorgeous quartz countertops adorn the entire home while the modern, contemporary low-maintenance kitchen boasts 41\u0022 upper cabinets that reach up to the ceiling, providing ample storage space and a sleek aesthetic. Follow the beautiful spindle railing upstairs, and you'll discover the oasis of the master ensuite and large bonus room, 2 more cozy bedrooms and a laundry area for convenient shore time.",3,3,2148,"599,000",Buy,Condo Unit,garage,shared,False,True,53.409908,-113.517522,2023,False,True,False,False
9,8009,"13916 107A Avenue Edmonton,  AB T5L 2H7","Located in the heart of prestigious North Glenora & situated on a quiet street just a short distance from Edmonton's Downtown core, this custom built 2 Storey infill by award winning home builder, North Pointe Homes, is available for pre-sale! Featuring nearly 2,200 Sq Ft of finished living space, with the opportunity to develop the basement, this non-skinny home has been thoughtfully engineered & curated for a family's lifestyle or for those that love to entertain. Generously positioned on an oversized lot, this central infill will sit at 24' wide with 10ft main floor ceilings, floor to ceiling windows & a double detached garage. This home is complete with 3 sizeable bedrooms upstairs and an abundance of natural light throughout. Build your dream home with the opportunity to choose from preselected layouts and finishes or customize all interior and exterior finishings by tailoring your own bespoke floor plan in one of the most sought after communities in Edmonton!",3,3,2136,"924,900",Buy,Apartment,outdoor,shared,False,True,53.55185,-113.563097,2023,False,True,False,False
10,8010,"7207 139 Avenue Edmonton,  AB T5C 2M3","Welcome to this BEAUTIFULLY UPDATED bungalow located in the wonderful Kildare community! As you enter the home, you'll be immediately be WOWED by the CRISP, CLEAN feel! The SPACIOUS living area is packed with NATURAL LIGHT from the PICTURE WINDOW & has a UNIQUE FEATURE WALL for added character! FORMAL DINING AREA backs onto living area & leads to the GORGEOUS kitchen complete with AMPLE CUPBOARD SPACE & BRIGHT WHITE APPLIANCES! There is also a 2nd dining area in the kitchen! Down the hall you'll find a 4PC bath as well as the LARGE PRIMARY BEDROOM with WALK-IN CLOSET & ENSUITE & TWO ADDITIONAL BEDROOMS! Make your way to the FULLY-FINISHED BASEMENT to find a MASSIVE RECREATION ROOM which also has a TRENDY FEATURE WALL, & a 4th BEDROOM, & LAUNDRY! Backyard is FULLY FENCED and hosts an AMAZING COVERED PATIO DECK to enjoy our GORGEOUS summer days as well as a SHED for storage! You'll also have a SINGLE GARAGE ATTACHED for your vehicle. Located on a QUIET street & close to schools, shopping, & MORE!",4,2,1225,"335,900",Buy,Duplex,garage,shared,True,True,53.601532,-113.45288,1967,False,False,True,False
11,8011,"11648 167A Avenue Edmonton,  AB T5X 6J5","FANTASTIC FAMILY HOME! This spacious 2 storey in desirable Canossa is absolutely picture perfect! FULLY RENOVATED throughout, featuring 3 bedrooms, 3 bathrooms, quality new flooring, modern lighting, designer accents & an open floor plan. The bright entrance leads to a big living room, you will notice immediately the large windows flooding the home with sunlight. The kitchen has a huge island with eat-up breakfast bar, double sink, elegant pendant lighting, pantry & plenty of counterspace. The dining area has a garden door to the backyard and deck. The main level is completed with a mud room and bath.  Upstairs are 3 generous bedrooms & family bathroom, the primary bedroom has a big walk in closet with window and a luxury ensuite with glass shower. The basement has a massive family room offering lots more living space. The exterior has fantastic curb appeal with a charming traditional veranda & gorgeous apple tree. The fully fenced backyard with deck has lots of room for a future garage.  WELCOME HOME!!!",3,3,1446,"369,900",Buy,Apartment,underground,in_suite,True,True,53.62949,-113.525975,2005,False,True,False,True
