,image_id,image_url,property_id,image_type
0,6000,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689982812/83/83_E4351109_01.jpg,6000,indoor
1,6001,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689982943/83/83_E4351108_01.jpg,6001,outdoor
2,6002,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689982811/83/83_E4351107_01.jpg,6002,outdoor
3,6003,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689986392/83/83_E4351105_01.jpg,6003,indoor
4,6004,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689982809/83/83_E4351103_01.jpg,6004,indoor
5,6005,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689982808/83/83_E4351102_01.jpg,6005,indoor
6,6006,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689982811/83/83_E4351100_01.jpg,6006,indoor
7,6007,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689982819/83/83_E4351097_01.jpg,6007,indoor
8,6008,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689979211/83/83_E4351095_01.jpg,6008,indoor
9,6009,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690069278/83/83_E4351091_02.jpg,6009,outdoor
10,6010,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689979338/83/83_E4351086_01.jpg,6010,indoor
11,6011,https://cdn.listingphotos.sierrastatic.com/pics2x/v1689979210/83/83_E4351084_01.jpg,6011,outdoor
