,image_id,image_url,property_id,image_type
0,2000,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690069503/83/83_E4351207_01.jpg,2000,outdoor
1,2001,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690072867/83/83_E4351205_01.jpg,2001,outdoor
2,2002,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690065643/83/83_E4351203_01.jpg,2002,indoor
3,2003,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690065641/83/83_E4351202_01.jpg,2003,outdoor
4,2004,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690062042/83/83_E4351201_01.jpg,2004,outdoor
5,2005,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690062042/83/83_E4351200_01.jpg,2005,indoor
6,2006,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690062043/83/83_E4351197_01.jpg,2006,outdoor
7,2007,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690062043/83/83_E4351196_01.jpg,2007,outdoor
8,2008,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690058468/83/83_E4351192_01.jpg,2008,indoor
9,2009,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690058508/83/83_E4351193_01.jpg,2009,outdoor
10,2010,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690054851/83/83_E4351189_01.jpg,2010,indoor
11,2011,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690065734/83/83_E4351188_01.jpg,2011,indoor
