,image_id,image_url,property_id,image_type
0,4000,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690040412/83/83_E4351160_01.jpg,4000,outdoor
1,4001,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690040413/83/83_E4351158_01.jpg,4001,outdoor
2,4002,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690036829/83/83_E4351157_01.jpg,4002,indoor
3,4003,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690011600/83/83_E4351150_01.jpg,4003,outdoor
4,4004,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690008005/83/83_E4351149_01.jpg,4004,outdoor
5,4005,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690008005/83/83_E4351148_01.jpg,4005,outdoor
6,4006,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690008005/83/83_E4351147_01.jpg,4006,indoor
7,4007,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690004729/83/83_E4351145_01.jpg,4007,indoor
8,4008,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690004729/83/83_E4351144_01.jpg,4008,indoor
9,4009,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690004729/83/83_E4351143_01.jpg,4009,outdoor
10,4010,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690000876/83/83_E4351141_01.jpg,4010,indoor
11,4011,https://cdn.listingphotos.sierrastatic.com/pics2x/v1690051308/83/83_E4351138_01.jpg,4011,outdoor
